"Question","Subject","Treatment","Choice","Test","Lp","Ly","Lb","Rp","Ry","Rb"
1,1,1,"R",TRUE,-10,10,-10,-10,-10,10
1,2,1,"R",TRUE,-10,10,-10,-10,-10,10
1,3,1,"R",TRUE,-10,10,-10,-10,-10,10
1,4,1,"R",TRUE,-10,10,-10,-10,-10,10
1,5,1,"R",TRUE,-10,10,-10,-10,-10,10
1,6,1,"R",TRUE,-10,10,-10,-10,-10,10
1,7,1,"L",TRUE,-10,10,-10,-10,-10,10
1,8,1,"R",TRUE,-10,10,-10,-10,-10,10
1,9,1,"R",TRUE,-10,10,-10,-10,-10,10
1,10,1,"R",TRUE,-10,10,-10,-10,-10,10
1,11,1,"R",TRUE,-10,10,-10,-10,-10,10
1,12,1,"R",TRUE,-10,10,-10,-10,-10,10
1,13,1,"R",TRUE,-10,10,-10,-10,-10,10
1,14,1,"R",TRUE,-10,10,-10,-10,-10,10
1,15,1,"L",TRUE,-10,10,-10,-10,-10,10
1,16,2,"R",TRUE,-10,10,-10,-10,-10,10
1,17,2,"R",TRUE,-10,10,-10,-10,-10,10
1,18,2,"R",TRUE,-10,10,-10,-10,-10,10
1,19,2,"R",TRUE,-10,10,-10,-10,-10,10
1,20,2,"R",TRUE,-10,10,-10,-10,-10,10
1,21,2,"R",TRUE,-10,10,-10,-10,-10,10
1,22,2,"R",TRUE,-10,10,-10,-10,-10,10
1,23,2,"L",TRUE,-10,10,-10,-10,-10,10
1,24,2,"R",TRUE,-10,10,-10,-10,-10,10
1,25,2,"R",TRUE,-10,10,-10,-10,-10,10
1,26,2,"R",TRUE,-10,10,-10,-10,-10,10
1,27,2,"R",TRUE,-10,10,-10,-10,-10,10
1,28,2,"R",TRUE,-10,10,-10,-10,-10,10
1,29,2,"R",TRUE,-10,10,-10,-10,-10,10
1,30,2,"R",TRUE,-10,10,-10,-10,-10,10
1,31,2,"R",TRUE,-10,10,-10,-10,-10,10
1,32,2,"R",TRUE,-10,10,-10,-10,-10,10
1,33,3,"R",TRUE,-10,10,-10,-10,-10,10
1,34,3,"R",TRUE,-10,10,-10,-10,-10,10
1,35,3,"R",TRUE,-10,10,-10,-10,-10,10
1,36,3,"L",TRUE,-10,10,-10,-10,-10,10
1,37,3,"R",TRUE,-10,10,-10,-10,-10,10
1,38,3,"R",TRUE,-10,10,-10,-10,-10,10
1,39,3,"L",TRUE,-10,10,-10,-10,-10,10
1,40,3,"R",TRUE,-10,10,-10,-10,-10,10
1,41,3,"R",TRUE,-10,10,-10,-10,-10,10
1,42,3,"R",TRUE,-10,10,-10,-10,-10,10
1,43,3,"R",TRUE,-10,10,-10,-10,-10,10
1,44,3,"R",TRUE,-10,10,-10,-10,-10,10
1,45,3,"R",TRUE,-10,10,-10,-10,-10,10
1,46,3,"R",TRUE,-10,10,-10,-10,-10,10
1,47,3,"R",TRUE,-10,10,-10,-10,-10,10
1,48,3,"R",TRUE,-10,10,-10,-10,-10,10
2,1,1,"R",FALSE,-10,10,-10,-10,-10,100
2,2,1,"R",FALSE,-10,10,-10,-10,-10,100
2,3,1,"R",FALSE,-10,10,-10,-10,-10,100
2,4,1,"R",FALSE,-10,10,-10,-10,-10,100
2,5,1,"R",FALSE,-10,10,-10,-10,-10,100
2,6,1,"R",FALSE,-10,10,-10,-10,-10,100
2,7,1,"R",FALSE,-10,10,-10,-10,-10,100
2,8,1,"R",FALSE,-10,10,-10,-10,-10,100
2,9,1,"R",FALSE,-10,10,-10,-10,-10,100
2,10,1,"L",FALSE,-10,10,-10,-10,-10,100
2,11,1,"R",FALSE,-10,10,-10,-10,-10,100
2,12,1,"R",FALSE,-10,10,-10,-10,-10,100
2,13,1,"R",FALSE,-10,10,-10,-10,-10,100
2,14,1,"R",FALSE,-10,10,-10,-10,-10,100
2,15,1,"R",FALSE,-10,10,-10,-10,-10,100
2,16,2,"R",FALSE,-10,10,-10,-10,-10,100
2,17,2,"R",FALSE,-10,10,-10,-10,-10,100
2,18,2,"R",FALSE,-10,10,-10,-10,-10,100
2,19,2,"R",FALSE,-10,10,-10,-10,-10,100
2,20,2,"R",FALSE,-10,10,-10,-10,-10,100
2,21,2,"R",FALSE,-10,10,-10,-10,-10,100
2,22,2,"R",FALSE,-10,10,-10,-10,-10,100
2,23,2,"R",FALSE,-10,10,-10,-10,-10,100
2,24,2,"R",FALSE,-10,10,-10,-10,-10,100
2,25,2,"R",FALSE,-10,10,-10,-10,-10,100
2,26,2,"R",FALSE,-10,10,-10,-10,-10,100
2,27,2,"R",FALSE,-10,10,-10,-10,-10,100
2,28,2,"R",FALSE,-10,10,-10,-10,-10,100
2,29,2,"R",FALSE,-10,10,-10,-10,-10,100
2,30,2,"R",FALSE,-10,10,-10,-10,-10,100
2,31,2,"R",FALSE,-10,10,-10,-10,-10,100
2,32,2,"R",FALSE,-10,10,-10,-10,-10,100
2,33,3,"R",FALSE,-10,10,-10,-10,-10,100
2,34,3,"R",FALSE,-10,10,-10,-10,-10,100
2,35,3,"R",FALSE,-10,10,-10,-10,-10,100
2,36,3,"R",FALSE,-10,10,-10,-10,-10,100
2,37,3,"R",FALSE,-10,10,-10,-10,-10,100
2,38,3,"R",FALSE,-10,10,-10,-10,-10,100
2,39,3,"R",FALSE,-10,10,-10,-10,-10,100
2,40,3,"R",FALSE,-10,10,-10,-10,-10,100
2,41,3,"R",FALSE,-10,10,-10,-10,-10,100
2,42,3,"R",FALSE,-10,10,-10,-10,-10,100
2,43,3,"R",FALSE,-10,10,-10,-10,-10,100
2,44,3,"R",FALSE,-10,10,-10,-10,-10,100
2,45,3,"R",FALSE,-10,10,-10,-10,-10,100
2,46,3,"R",FALSE,-10,10,-10,-10,-10,100
2,47,3,"R",FALSE,-10,10,-10,-10,-10,100
2,48,3,"R",FALSE,-10,10,-10,-10,-10,100
3,1,1,"L",FALSE,-10,10,-10,10,-10,-10
3,2,1,"L",FALSE,-10,10,-10,10,-10,-10
3,3,1,"L",FALSE,-10,10,-10,10,-10,-10
3,4,1,"L",FALSE,-10,10,-10,10,-10,-10
3,5,1,"L",FALSE,-10,10,-10,10,-10,-10
3,6,1,"L",FALSE,-10,10,-10,10,-10,-10
3,7,1,"L",FALSE,-10,10,-10,10,-10,-10
3,8,1,"L",FALSE,-10,10,-10,10,-10,-10
3,9,1,"L",FALSE,-10,10,-10,10,-10,-10
3,10,1,"L",FALSE,-10,10,-10,10,-10,-10
3,11,1,"L",FALSE,-10,10,-10,10,-10,-10
3,12,1,"L",FALSE,-10,10,-10,10,-10,-10
3,13,1,"L",FALSE,-10,10,-10,10,-10,-10
3,14,1,"L",FALSE,-10,10,-10,10,-10,-10
3,15,1,"L",FALSE,-10,10,-10,10,-10,-10
3,16,2,"R",FALSE,-10,10,-10,10,-10,-10
3,17,2,"L",FALSE,-10,10,-10,10,-10,-10
3,18,2,"L",FALSE,-10,10,-10,10,-10,-10
3,19,2,"L",FALSE,-10,10,-10,10,-10,-10
3,20,2,"L",FALSE,-10,10,-10,10,-10,-10
3,21,2,"L",FALSE,-10,10,-10,10,-10,-10
3,22,2,"L",FALSE,-10,10,-10,10,-10,-10
3,23,2,"L",FALSE,-10,10,-10,10,-10,-10
3,24,2,"L",FALSE,-10,10,-10,10,-10,-10
3,25,2,"L",FALSE,-10,10,-10,10,-10,-10
3,26,2,"L",FALSE,-10,10,-10,10,-10,-10
3,27,2,"L",FALSE,-10,10,-10,10,-10,-10
3,28,2,"L",FALSE,-10,10,-10,10,-10,-10
3,29,2,"L",FALSE,-10,10,-10,10,-10,-10
3,30,2,"L",FALSE,-10,10,-10,10,-10,-10
3,31,2,"L",FALSE,-10,10,-10,10,-10,-10
3,32,2,"L",FALSE,-10,10,-10,10,-10,-10
3,33,3,"L",FALSE,-10,10,-10,10,-10,-10
3,34,3,"L",FALSE,-10,10,-10,10,-10,-10
3,35,3,"L",FALSE,-10,10,-10,10,-10,-10
3,36,3,"R",FALSE,-10,10,-10,10,-10,-10
3,37,3,"L",FALSE,-10,10,-10,10,-10,-10
3,38,3,"L",FALSE,-10,10,-10,10,-10,-10
3,39,3,"L",FALSE,-10,10,-10,10,-10,-10
3,40,3,"L",FALSE,-10,10,-10,10,-10,-10
3,41,3,"R",FALSE,-10,10,-10,10,-10,-10
3,42,3,"L",FALSE,-10,10,-10,10,-10,-10
3,43,3,"R",FALSE,-10,10,-10,10,-10,-10
3,44,3,"L",FALSE,-10,10,-10,10,-10,-10
3,45,3,"L",FALSE,-10,10,-10,10,-10,-10
3,46,3,"L",FALSE,-10,10,-10,10,-10,-10
3,47,3,"L",FALSE,-10,10,-10,10,-10,-10
3,48,3,"L",FALSE,-10,10,-10,10,-10,-10
4,1,1,"R",TRUE,-10,10,-10,10,-10,10
4,2,1,"R",TRUE,-10,10,-10,10,-10,10
4,3,1,"R",TRUE,-10,10,-10,10,-10,10
4,4,1,"R",TRUE,-10,10,-10,10,-10,10
4,5,1,"R",TRUE,-10,10,-10,10,-10,10
4,6,1,"R",TRUE,-10,10,-10,10,-10,10
4,7,1,"R",TRUE,-10,10,-10,10,-10,10
4,8,1,"R",TRUE,-10,10,-10,10,-10,10
4,9,1,"R",TRUE,-10,10,-10,10,-10,10
4,10,1,"R",TRUE,-10,10,-10,10,-10,10
4,11,1,"R",TRUE,-10,10,-10,10,-10,10
4,12,1,"R",TRUE,-10,10,-10,10,-10,10
4,13,1,"R",TRUE,-10,10,-10,10,-10,10
4,14,1,"R",TRUE,-10,10,-10,10,-10,10
4,15,1,"R",TRUE,-10,10,-10,10,-10,10
4,16,2,"R",TRUE,-10,10,-10,10,-10,10
4,17,2,"R",TRUE,-10,10,-10,10,-10,10
4,18,2,"R",TRUE,-10,10,-10,10,-10,10
4,19,2,"R",TRUE,-10,10,-10,10,-10,10
4,20,2,"R",TRUE,-10,10,-10,10,-10,10
4,21,2,"R",TRUE,-10,10,-10,10,-10,10
4,22,2,"R",TRUE,-10,10,-10,10,-10,10
4,23,2,"R",TRUE,-10,10,-10,10,-10,10
4,24,2,"R",TRUE,-10,10,-10,10,-10,10
4,25,2,"R",TRUE,-10,10,-10,10,-10,10
4,26,2,"R",TRUE,-10,10,-10,10,-10,10
4,27,2,"R",TRUE,-10,10,-10,10,-10,10
4,28,2,"R",TRUE,-10,10,-10,10,-10,10
4,29,2,"R",TRUE,-10,10,-10,10,-10,10
4,30,2,"R",TRUE,-10,10,-10,10,-10,10
4,31,2,"R",TRUE,-10,10,-10,10,-10,10
4,32,2,"R",TRUE,-10,10,-10,10,-10,10
4,33,3,"R",TRUE,-10,10,-10,10,-10,10
4,34,3,"R",TRUE,-10,10,-10,10,-10,10
4,35,3,"R",TRUE,-10,10,-10,10,-10,10
4,36,3,"R",TRUE,-10,10,-10,10,-10,10
4,37,3,"R",TRUE,-10,10,-10,10,-10,10
4,38,3,"R",TRUE,-10,10,-10,10,-10,10
4,39,3,"R",TRUE,-10,10,-10,10,-10,10
4,40,3,"R",TRUE,-10,10,-10,10,-10,10
4,41,3,"R",TRUE,-10,10,-10,10,-10,10
4,42,3,"R",TRUE,-10,10,-10,10,-10,10
4,43,3,"R",TRUE,-10,10,-10,10,-10,10
4,44,3,"R",TRUE,-10,10,-10,10,-10,10
4,45,3,"R",TRUE,-10,10,-10,10,-10,10
4,46,3,"R",TRUE,-10,10,-10,10,-10,10
4,47,3,"R",TRUE,-10,10,-10,10,-10,10
4,48,3,"R",TRUE,-10,10,-10,10,-10,10
5,1,1,"R",TRUE,-10,10,-10,10,-10,100
5,2,1,"R",TRUE,-10,10,-10,10,-10,100
5,3,1,"R",TRUE,-10,10,-10,10,-10,100
5,4,1,"R",TRUE,-10,10,-10,10,-10,100
5,5,1,"R",TRUE,-10,10,-10,10,-10,100
5,6,1,"R",TRUE,-10,10,-10,10,-10,100
5,7,1,"R",TRUE,-10,10,-10,10,-10,100
5,8,1,"R",TRUE,-10,10,-10,10,-10,100
5,9,1,"R",TRUE,-10,10,-10,10,-10,100
5,10,1,"R",TRUE,-10,10,-10,10,-10,100
5,11,1,"R",TRUE,-10,10,-10,10,-10,100
5,12,1,"R",TRUE,-10,10,-10,10,-10,100
5,13,1,"R",TRUE,-10,10,-10,10,-10,100
5,14,1,"R",TRUE,-10,10,-10,10,-10,100
5,15,1,"R",TRUE,-10,10,-10,10,-10,100
5,16,2,"R",TRUE,-10,10,-10,10,-10,100
5,17,2,"R",TRUE,-10,10,-10,10,-10,100
5,18,2,"R",TRUE,-10,10,-10,10,-10,100
5,19,2,"R",TRUE,-10,10,-10,10,-10,100
5,20,2,"R",TRUE,-10,10,-10,10,-10,100
5,21,2,"R",TRUE,-10,10,-10,10,-10,100
5,22,2,"R",TRUE,-10,10,-10,10,-10,100
5,23,2,"R",TRUE,-10,10,-10,10,-10,100
5,24,2,"R",TRUE,-10,10,-10,10,-10,100
5,25,2,"R",TRUE,-10,10,-10,10,-10,100
5,26,2,"R",TRUE,-10,10,-10,10,-10,100
5,27,2,"R",TRUE,-10,10,-10,10,-10,100
5,28,2,"R",TRUE,-10,10,-10,10,-10,100
5,29,2,"R",TRUE,-10,10,-10,10,-10,100
5,30,2,"R",TRUE,-10,10,-10,10,-10,100
5,31,2,"R",TRUE,-10,10,-10,10,-10,100
5,32,2,"R",TRUE,-10,10,-10,10,-10,100
5,33,3,"R",TRUE,-10,10,-10,10,-10,100
5,34,3,"R",TRUE,-10,10,-10,10,-10,100
5,35,3,"R",TRUE,-10,10,-10,10,-10,100
5,36,3,"R",TRUE,-10,10,-10,10,-10,100
5,37,3,"R",TRUE,-10,10,-10,10,-10,100
5,38,3,"R",TRUE,-10,10,-10,10,-10,100
5,39,3,"R",TRUE,-10,10,-10,10,-10,100
5,40,3,"R",TRUE,-10,10,-10,10,-10,100
5,41,3,"R",TRUE,-10,10,-10,10,-10,100
5,42,3,"R",TRUE,-10,10,-10,10,-10,100
5,43,3,"R",TRUE,-10,10,-10,10,-10,100
5,44,3,"R",TRUE,-10,10,-10,10,-10,100
5,45,3,"R",TRUE,-10,10,-10,10,-10,100
5,46,3,"R",TRUE,-10,10,-10,10,-10,100
5,47,3,"R",TRUE,-10,10,-10,10,-10,100
5,48,3,"R",TRUE,-10,10,-10,10,-10,100
6,1,1,"R",FALSE,-10,10,-10,100,-10,-10
6,2,1,"L",FALSE,-10,10,-10,100,-10,-10
6,3,1,"R",FALSE,-10,10,-10,100,-10,-10
6,4,1,"R",FALSE,-10,10,-10,100,-10,-10
6,5,1,"L",FALSE,-10,10,-10,100,-10,-10
6,6,1,"R",FALSE,-10,10,-10,100,-10,-10
6,7,1,"R",FALSE,-10,10,-10,100,-10,-10
6,8,1,"R",FALSE,-10,10,-10,100,-10,-10
6,9,1,"L",FALSE,-10,10,-10,100,-10,-10
6,10,1,"L",FALSE,-10,10,-10,100,-10,-10
6,11,1,"L",FALSE,-10,10,-10,100,-10,-10
6,12,1,"L",FALSE,-10,10,-10,100,-10,-10
6,13,1,"L",FALSE,-10,10,-10,100,-10,-10
6,14,1,"R",FALSE,-10,10,-10,100,-10,-10
6,15,1,"R",FALSE,-10,10,-10,100,-10,-10
6,16,2,"R",FALSE,-10,10,-10,100,-10,-10
6,17,2,"L",FALSE,-10,10,-10,100,-10,-10
6,18,2,"R",FALSE,-10,10,-10,100,-10,-10
6,19,2,"L",FALSE,-10,10,-10,100,-10,-10
6,20,2,"L",FALSE,-10,10,-10,100,-10,-10
6,21,2,"L",FALSE,-10,10,-10,100,-10,-10
6,22,2,"L",FALSE,-10,10,-10,100,-10,-10
6,23,2,"R",FALSE,-10,10,-10,100,-10,-10
6,24,2,"L",FALSE,-10,10,-10,100,-10,-10
6,25,2,"R",FALSE,-10,10,-10,100,-10,-10
6,26,2,"R",FALSE,-10,10,-10,100,-10,-10
6,27,2,"R",FALSE,-10,10,-10,100,-10,-10
6,28,2,"L",FALSE,-10,10,-10,100,-10,-10
6,29,2,"I",FALSE,-10,10,-10,100,-10,-10
6,30,2,"R",FALSE,-10,10,-10,100,-10,-10
6,31,2,"L",FALSE,-10,10,-10,100,-10,-10
6,32,2,"R",FALSE,-10,10,-10,100,-10,-10
6,33,3,"R",FALSE,-10,10,-10,100,-10,-10
6,34,3,"L",FALSE,-10,10,-10,100,-10,-10
6,35,3,"R",FALSE,-10,10,-10,100,-10,-10
6,36,3,"R",FALSE,-10,10,-10,100,-10,-10
6,37,3,"R",FALSE,-10,10,-10,100,-10,-10
6,38,3,"L",FALSE,-10,10,-10,100,-10,-10
6,39,3,"R",FALSE,-10,10,-10,100,-10,-10
6,40,3,"R",FALSE,-10,10,-10,100,-10,-10
6,41,3,"R",FALSE,-10,10,-10,100,-10,-10
6,42,3,"L",FALSE,-10,10,-10,100,-10,-10
6,43,3,"R",FALSE,-10,10,-10,100,-10,-10
6,44,3,"R",FALSE,-10,10,-10,100,-10,-10
6,45,3,"L",FALSE,-10,10,-10,100,-10,-10
6,46,3,"R",FALSE,-10,10,-10,100,-10,-10
6,47,3,"L",FALSE,-10,10,-10,100,-10,-10
6,48,3,"R",FALSE,-10,10,-10,100,-10,-10
7,1,1,"R",FALSE,-10,10,-10,100,-10,10
7,2,1,"R",FALSE,-10,10,-10,100,-10,10
7,3,1,"R",FALSE,-10,10,-10,100,-10,10
7,4,1,"R",FALSE,-10,10,-10,100,-10,10
7,5,1,"R",FALSE,-10,10,-10,100,-10,10
7,6,1,"R",FALSE,-10,10,-10,100,-10,10
7,7,1,"R",FALSE,-10,10,-10,100,-10,10
7,8,1,"R",FALSE,-10,10,-10,100,-10,10
7,9,1,"R",FALSE,-10,10,-10,100,-10,10
7,10,1,"R",FALSE,-10,10,-10,100,-10,10
7,11,1,"R",FALSE,-10,10,-10,100,-10,10
7,12,1,"R",FALSE,-10,10,-10,100,-10,10
7,13,1,"R",FALSE,-10,10,-10,100,-10,10
7,14,1,"R",FALSE,-10,10,-10,100,-10,10
7,15,1,"R",FALSE,-10,10,-10,100,-10,10
7,16,2,"R",FALSE,-10,10,-10,100,-10,10
7,17,2,"R",FALSE,-10,10,-10,100,-10,10
7,18,2,"R",FALSE,-10,10,-10,100,-10,10
7,19,2,"R",FALSE,-10,10,-10,100,-10,10
7,20,2,"R",FALSE,-10,10,-10,100,-10,10
7,21,2,"R",FALSE,-10,10,-10,100,-10,10
7,22,2,"R",FALSE,-10,10,-10,100,-10,10
7,23,2,"R",FALSE,-10,10,-10,100,-10,10
7,24,2,"R",FALSE,-10,10,-10,100,-10,10
7,25,2,"R",FALSE,-10,10,-10,100,-10,10
7,26,2,"R",FALSE,-10,10,-10,100,-10,10
7,27,2,"R",FALSE,-10,10,-10,100,-10,10
7,28,2,"R",FALSE,-10,10,-10,100,-10,10
7,29,2,"R",FALSE,-10,10,-10,100,-10,10
7,30,2,"R",FALSE,-10,10,-10,100,-10,10
7,31,2,"R",FALSE,-10,10,-10,100,-10,10
7,32,2,"R",FALSE,-10,10,-10,100,-10,10
7,33,3,"R",FALSE,-10,10,-10,100,-10,10
7,34,3,"R",FALSE,-10,10,-10,100,-10,10
7,35,3,"R",FALSE,-10,10,-10,100,-10,10
7,36,3,"R",FALSE,-10,10,-10,100,-10,10
7,37,3,"R",FALSE,-10,10,-10,100,-10,10
7,38,3,"R",FALSE,-10,10,-10,100,-10,10
7,39,3,"R",FALSE,-10,10,-10,100,-10,10
7,40,3,"R",FALSE,-10,10,-10,100,-10,10
7,41,3,"R",FALSE,-10,10,-10,100,-10,10
7,42,3,"R",FALSE,-10,10,-10,100,-10,10
7,43,3,"R",FALSE,-10,10,-10,100,-10,10
7,44,3,"R",FALSE,-10,10,-10,100,-10,10
7,45,3,"R",FALSE,-10,10,-10,100,-10,10
7,46,3,"R",FALSE,-10,10,-10,100,-10,10
7,47,3,"R",FALSE,-10,10,-10,100,-10,10
7,48,3,"R",FALSE,-10,10,-10,100,-10,10
8,1,1,"R",FALSE,-10,10,-10,100,-10,100
8,2,1,"R",FALSE,-10,10,-10,100,-10,100
8,3,1,"R",FALSE,-10,10,-10,100,-10,100
8,4,1,"R",FALSE,-10,10,-10,100,-10,100
8,5,1,"R",FALSE,-10,10,-10,100,-10,100
8,6,1,"R",FALSE,-10,10,-10,100,-10,100
8,7,1,"R",FALSE,-10,10,-10,100,-10,100
8,8,1,"R",FALSE,-10,10,-10,100,-10,100
8,9,1,"R",FALSE,-10,10,-10,100,-10,100
8,10,1,"R",FALSE,-10,10,-10,100,-10,100
8,11,1,"R",FALSE,-10,10,-10,100,-10,100
8,12,1,"R",FALSE,-10,10,-10,100,-10,100
8,13,1,"R",FALSE,-10,10,-10,100,-10,100
8,14,1,"R",FALSE,-10,10,-10,100,-10,100
8,15,1,"R",FALSE,-10,10,-10,100,-10,100
8,16,2,"R",FALSE,-10,10,-10,100,-10,100
8,17,2,"R",FALSE,-10,10,-10,100,-10,100
8,18,2,"R",FALSE,-10,10,-10,100,-10,100
8,19,2,"R",FALSE,-10,10,-10,100,-10,100
8,20,2,"R",FALSE,-10,10,-10,100,-10,100
8,21,2,"R",FALSE,-10,10,-10,100,-10,100
8,22,2,"R",FALSE,-10,10,-10,100,-10,100
8,23,2,"R",FALSE,-10,10,-10,100,-10,100
8,24,2,"R",FALSE,-10,10,-10,100,-10,100
8,25,2,"R",FALSE,-10,10,-10,100,-10,100
8,26,2,"R",FALSE,-10,10,-10,100,-10,100
8,27,2,"R",FALSE,-10,10,-10,100,-10,100
8,28,2,"R",FALSE,-10,10,-10,100,-10,100
8,29,2,"R",FALSE,-10,10,-10,100,-10,100
8,30,2,"R",FALSE,-10,10,-10,100,-10,100
8,31,2,"R",FALSE,-10,10,-10,100,-10,100
8,32,2,"R",FALSE,-10,10,-10,100,-10,100
8,33,3,"R",FALSE,-10,10,-10,100,-10,100
8,34,3,"R",FALSE,-10,10,-10,100,-10,100
8,35,3,"R",FALSE,-10,10,-10,100,-10,100
8,36,3,"R",FALSE,-10,10,-10,100,-10,100
8,37,3,"R",FALSE,-10,10,-10,100,-10,100
8,38,3,"R",FALSE,-10,10,-10,100,-10,100
8,39,3,"R",FALSE,-10,10,-10,100,-10,100
8,40,3,"R",FALSE,-10,10,-10,100,-10,100
8,41,3,"R",FALSE,-10,10,-10,100,-10,100
8,42,3,"R",FALSE,-10,10,-10,100,-10,100
8,43,3,"R",FALSE,-10,10,-10,100,-10,100
8,44,3,"R",FALSE,-10,10,-10,100,-10,100
8,45,3,"R",FALSE,-10,10,-10,100,-10,100
8,46,3,"R",FALSE,-10,10,-10,100,-10,100
8,47,3,"R",FALSE,-10,10,-10,100,-10,100
8,48,3,"R",FALSE,-10,10,-10,100,-10,100
9,1,1,"L",FALSE,-10,100,-10,-10,-10,10
9,2,1,"L",FALSE,-10,100,-10,-10,-10,10
9,3,1,"R",FALSE,-10,100,-10,-10,-10,10
9,4,1,"L",FALSE,-10,100,-10,-10,-10,10
9,5,1,"R",FALSE,-10,100,-10,-10,-10,10
9,6,1,"L",FALSE,-10,100,-10,-10,-10,10
9,7,1,"L",FALSE,-10,100,-10,-10,-10,10
9,8,1,"R",FALSE,-10,100,-10,-10,-10,10
9,9,1,"R",FALSE,-10,100,-10,-10,-10,10
9,10,1,"L",FALSE,-10,100,-10,-10,-10,10
9,11,1,"R",FALSE,-10,100,-10,-10,-10,10
9,12,1,"L",FALSE,-10,100,-10,-10,-10,10
9,13,1,"R",FALSE,-10,100,-10,-10,-10,10
9,14,1,"L",FALSE,-10,100,-10,-10,-10,10
9,15,1,"L",FALSE,-10,100,-10,-10,-10,10
9,16,2,"R",FALSE,-10,100,-10,-10,-10,10
9,17,2,"L",FALSE,-10,100,-10,-10,-10,10
9,18,2,"L",FALSE,-10,100,-10,-10,-10,10
9,19,2,"R",FALSE,-10,100,-10,-10,-10,10
9,20,2,"L",FALSE,-10,100,-10,-10,-10,10
9,21,2,"L",FALSE,-10,100,-10,-10,-10,10
9,22,2,"L",FALSE,-10,100,-10,-10,-10,10
9,23,2,"L",FALSE,-10,100,-10,-10,-10,10
9,24,2,"L",FALSE,-10,100,-10,-10,-10,10
9,25,2,"L",FALSE,-10,100,-10,-10,-10,10
9,26,2,"L",FALSE,-10,100,-10,-10,-10,10
9,27,2,"R",FALSE,-10,100,-10,-10,-10,10
9,28,2,"R",FALSE,-10,100,-10,-10,-10,10
9,29,2,"R",FALSE,-10,100,-10,-10,-10,10
9,30,2,"L",FALSE,-10,100,-10,-10,-10,10
9,31,2,"R",FALSE,-10,100,-10,-10,-10,10
9,32,2,"L",FALSE,-10,100,-10,-10,-10,10
9,33,3,"L",FALSE,-10,100,-10,-10,-10,10
9,34,3,"L",FALSE,-10,100,-10,-10,-10,10
9,35,3,"L",FALSE,-10,100,-10,-10,-10,10
9,36,3,"L",FALSE,-10,100,-10,-10,-10,10
9,37,3,"L",FALSE,-10,100,-10,-10,-10,10
9,38,3,"R",FALSE,-10,100,-10,-10,-10,10
9,39,3,"L",FALSE,-10,100,-10,-10,-10,10
9,40,3,"L",FALSE,-10,100,-10,-10,-10,10
9,41,3,"L",FALSE,-10,100,-10,-10,-10,10
9,42,3,"R",FALSE,-10,100,-10,-10,-10,10
9,43,3,"L",FALSE,-10,100,-10,-10,-10,10
9,44,3,"L",FALSE,-10,100,-10,-10,-10,10
9,45,3,"R",FALSE,-10,100,-10,-10,-10,10
9,46,3,"L",FALSE,-10,100,-10,-10,-10,10
9,47,3,"L",FALSE,-10,100,-10,-10,-10,10
9,48,3,"L",FALSE,-10,100,-10,-10,-10,10
10,1,1,"R",FALSE,-10,100,-10,-10,10,10
10,2,1,"L",FALSE,-10,100,-10,-10,10,10
10,3,1,"R",FALSE,-10,100,-10,-10,10,10
10,4,1,"L",FALSE,-10,100,-10,-10,10,10
10,5,1,"R",FALSE,-10,100,-10,-10,10,10
10,6,1,"R",FALSE,-10,100,-10,-10,10,10
10,7,1,"R",FALSE,-10,100,-10,-10,10,10
10,8,1,"R",FALSE,-10,100,-10,-10,10,10
10,9,1,"R",FALSE,-10,100,-10,-10,10,10
10,10,1,"R",FALSE,-10,100,-10,-10,10,10
10,11,1,"R",FALSE,-10,100,-10,-10,10,10
10,12,1,"R",FALSE,-10,100,-10,-10,10,10
10,13,1,"R",FALSE,-10,100,-10,-10,10,10
10,14,1,"R",FALSE,-10,100,-10,-10,10,10
10,15,1,"R",FALSE,-10,100,-10,-10,10,10
10,16,2,"R",FALSE,-10,100,-10,-10,10,10
10,17,2,"R",FALSE,-10,100,-10,-10,10,10
10,18,2,"R",FALSE,-10,100,-10,-10,10,10
10,19,2,"R",FALSE,-10,100,-10,-10,10,10
10,20,2,"R",FALSE,-10,100,-10,-10,10,10
10,21,2,"R",FALSE,-10,100,-10,-10,10,10
10,22,2,"R",FALSE,-10,100,-10,-10,10,10
10,23,2,"R",FALSE,-10,100,-10,-10,10,10
10,24,2,"R",FALSE,-10,100,-10,-10,10,10
10,25,2,"L",FALSE,-10,100,-10,-10,10,10
10,26,2,"R",FALSE,-10,100,-10,-10,10,10
10,27,2,"R",FALSE,-10,100,-10,-10,10,10
10,28,2,"R",FALSE,-10,100,-10,-10,10,10
10,29,2,"R",FALSE,-10,100,-10,-10,10,10
10,30,2,"L",FALSE,-10,100,-10,-10,10,10
10,31,2,"R",FALSE,-10,100,-10,-10,10,10
10,32,2,"R",FALSE,-10,100,-10,-10,10,10
10,33,3,"R",FALSE,-10,100,-10,-10,10,10
10,34,3,"R",FALSE,-10,100,-10,-10,10,10
10,35,3,"R",FALSE,-10,100,-10,-10,10,10
10,36,3,"R",FALSE,-10,100,-10,-10,10,10
10,37,3,"R",FALSE,-10,100,-10,-10,10,10
10,38,3,"R",FALSE,-10,100,-10,-10,10,10
10,39,3,"L",FALSE,-10,100,-10,-10,10,10
10,40,3,"R",FALSE,-10,100,-10,-10,10,10
